bank_no,bank_name,mobile,zip_code,address,swift_code,bank_province
402121003234,井陉县农村信用合作联社桃王庄信用社,82364222,50306,井陉县辛庄乡桃王庄村,--,河北
402121003242,井陉县农村信用合作联社辛庄信用社,82365038,50306,井陉县辛庄乡辛庄村,--,河北
402121003259,井陉县农村信用合作联社天长信用社,82390113,50301,井陉县天长镇东关村,--,河北
402121003267,井陉县农村信用合作联社南峪信用社,82363009,50302,井陉县南峪镇南峪村,--,河北
402121003275,井陉县农村信用合作联社障城信用社,82326016,50304,井陉县南障城镇南障城村,--,河北
402121003283,井陉县农村信用合作联社秀林信用社,82320127,50300,井陉县秀林镇南秀林村,--,河北
402121003291,井陉县农村信用合作联社测鱼信用社,82323114,50306,井陉县测鱼镇测鱼村,--,河北
402121003306,正定县农村信用合作联社学苑分社,87318995,50000,石家庄市裕华区学苑小区,--,河北
402121003314,井陉县农村信用合作联社建北分社,82022506,50300,井陉县微水镇建设北路,--,河北
402121003339,井陉县农村信用合作联社小作分社,82360529,50306,井陉县小作镇小作村,--,河北
402121003347,井陉县农村信用合作联社南陉分社,82367154,50306,井陉县南陉乡南陉村,--,河北
402121003355,井陉县农村信用合作联社横口分社,82329025,50300,井陉县秀林镇北横口村,--,河北
402121003363,井陉县农村信用合作联社王庄分社,82345022,50300,井陉县南王庄乡南王庄村,--,河北
402121003371,井陉县农村信用合作联社孙庄分社,82356024,50305,井陉县孙庄乡孙庄村,--,河北
402121003380,井陉县农村信用合作联社台头分社,82368136,50301,井陉县南峪镇台头村,--,河北
402121003398,鹿泉市农村信用合作联社城关信用社,82012756,50200,向阳大街,--,河北
402121003402,鹿泉市农村信用合作联社高新区信用社,82016898,50200,鹿泉市高新区,--,河北
402121003419,鹿泉市农村信用合作联社白鹿泉信用社,82016207,50200,鹿泉市龙泉路,--,河北
402121003427,鹿泉市农村信用合作联社石井信用社,82193444,50200,鹿泉市石井村,--,河北
402121003435,鹿泉市农村信用合作联社永壁信用社,82257517,50200,鹿泉市永壁村,--,河北
402121003443,鹿泉市农村信用合作联社寺家庄信用社,82267720,50200,鹿泉市寺家庄村,--,河北
402121003451,鹿泉市农村信用合作联社高迁信用社,82265545,50200,鹿泉市高迁村,--,河北
402121003460,鹿泉市农村信用合作联社铜冶信用社,82237289,50200,鹿泉市北铜冶村,--,河北
402121003478,鹿泉市农村信用合作联社山尹村信用社,82232113,50200,鹿泉市山尹村村,--,河北
402121003486,鹿泉市农村信用合作联社上庄信用社,82226062,50200,鹿泉市上庄村,--,河北
402121003494,鹿泉市农村信用合作联社韩庄信用社,82233950,50200,鹿泉市庄窠村,--,河北
402121003509,鹿泉市农村信用合作联社上寨信用社,82136816,50200,鹿泉市北寨村,--,河北
402121003517,鹿泉市农村信用合作联社李村信用社,82279178,50200,鹿泉市李村,--,河北
402121003525,鹿泉市农村信用合作联社秦庄信用社,82271069,50200,鹿泉市秦庄村,--,河北
402121003533,鹿泉市农村信用合作联社黄壁庄信用社,82209517,50200,鹿泉市黄壁庄村,--,河北
402121003541,鹿泉市农村信用合作联社马山信用社,82216202,50200,鹿泉市马山村,--,河北
402121003550,鹿泉市农村信用合作联社宜安信用社,82219311,50200,鹿泉市宜安村,--,河北
402121003568,鹿泉市农村信用合作联社大河信用社,82296531,50200,鹿泉市大河村,--,河北
402121003576,鹿泉市农村信用合作联社高庄信用社,82016768,50200,鹿泉市高庄村,--,河北
402121003584,鹿泉市农村信用合作联社曲寨信用社,82296914,50200,鹿泉市曲寨村,--,河北
402121003592,鹿泉市农村信用合作联社向阳信用社,82013874,50200,鹿泉市向阳街,--,河北
402121003605,鹿泉市农村信用合作联社城区信用社,82012486,50200,鹿泉市镇宁路,--,河北
402121003613,鹿泉市农村信用合作联社石河信用社,82296651,50200,鹿泉市大河村,--,河北
402121003621,鹿泉市农村信用合作联社龙泉花园分社,82010655,50200,鹿泉市北斗路,--,河北
402121003630,鹿泉市农村信用合作联社龙泉路分社,82012857,50200,鹿泉市龙泉路,--,河北
402121003664,平山县农村信用合作联社城关信用社,82941947,50400,平山县柏坡东路163号,--,河北
402121003672,平山县农村信用合作联社胜伏信用社,82931253,50400,平山县冶河东路,--,河北
402121003689,平山县农村信用合作联社里庄信用社,82942523,50400,平山县王子村南,--,河北
402121003697,平山县农村信用合作联社孟贤壁信用社,82900964,50400,平山县孟贤壁大街,--,河北
402121003701,平山县农村信用合作联社王坡信用社,82879135,50409,平山县王坡村,--,河北
402121003710,平山县农村信用合作联社三汲信用社,82880014,50409,平山县三汲村,--,河北
402121003728,平山县农村信用合作联社南甸信用社,82871013,50409,平山县南甸村,--,河北
402121003736,平山县农村信用合作联社两河信用社,82880053,50409,平山县两河村,--,河北
402121003744,平山县农村信用合作联社观音堂信用社,82493026,50404,平山县观音堂村,--,河北
402121003752,平山县农村信用合作联社杨西冶信用社,82900025,50400,平山县杨西冶村,--,河北
402121003769,平山县农村信用合作联社北冶信用社,82827038,50403,平山县北冶村,--,河北
402121003777,平山县农村信用合作联社下口信用社,82891020,50403,平山县下口村,--,河北
402121003785,平山县农村信用合作联社柏岭信用社,82829025,50404,平山县柏岭村,--,河北
402121003793,平山县农村信用合作联社孟家庄信用社,82847027,50406,平山县孟家庄村,--,河北
402121003808,平山县农村信用合作联社东回舍信用社,82801290,50401,平山县东回舍村,--,河北
402121003816,平山县农村信用合作联社大吾信用社,82830041,50408,平山县大吾村,--,河北
402121003824,平山县农村信用合作联社合河口信用社,82498018,50405,平山县合河口村,--,河北
402121003832,平山县农村信用合作联社温塘信用社,82811026,50402,平山县温塘村,--,河北
402121003849,平山县农村信用合作联社蛟潭庄信用社,82497017,50405,平山县蛟潭庄村,--,河北
402121003857,平山县农村信用合作联社苏家庄信用社,82841059,50407,平山县苏家庄村,--,河北
402121003865,平山县农村信用合作联社宅北信用社,82949048,50407,平山县宅北村,--,河北
402121003873,平山县农村信用合作联社柏坡信用社,82851123,50407,平山县柏坡村,--,河北
402121003881,平山县农村信用合作联社岗南信用社,82861145,50408,平山县岗南村,--,河北
402121003890,平山县农村信用合作联社营里信用社,82495017,50405,平山县营里村,--,河北
402121003904,平山县农村信用合作联社小觉信用社,82490015,50405,平山县小觉村,--,河北
402121003912,平山县农村信用合作联社古月信用社,82821151,50403,平山县古月村,--,河北
402121003929,平山县农村信用合作联社杨家桥信用社,82850019,50405,平山县杨家桥村,--,河北
402121003937,平山县农村信用合作联社河东信用社,82944445,50400,平山县冶河东路,--,河北
402121003945,平山县农村信用合作联社荷花楼分社,82941968,50400,平山县冶河东路,--,河北
402121003988,灵寿县农村信用合作联社正南信用社,0311-82521572,50500,灵寿县灵寿镇南大街,--,河北
402121003996,灵寿县农村信用合作联社大桥街分社,0311-82520337,50500,灵寿县城北路万通商城,--,河北
402121004000,灵寿县农村信用合作联社北街信用社,0311-82523804,50500,灵寿县人民路33号,--,河北
402121004018,灵寿县农村信用合作联社人民路分社,0311-82521057,50500,灵寿县人民东路,--,河北
402121004026,灵寿县农村信用合作联社南营信用社,0311-82602019,50500,灵寿县南营乡南营村,--,河北
402121004034,灵寿县农村信用合作联社寨头信用社,0311-82594003,50500,灵寿县寨头乡寨头村,--,河北
402121004042,灵寿县农村信用合作联社陈庄信用社,0311-82590104,50500,灵寿县陈庄乡中村,--,河北
402121004059,灵寿县农村信用合作联社西岔头信用社,0311-82560009,50500,灵寿县西岔头乡西岔头村,--,河北
402121004067,灵寿县农村信用合作联社南燕川信用社,0311-82610017,50500,灵寿县南燕川乡南燕川村,--,河北
402121004075,灵寿县农村信用合作联社东柏山信用社,0311-82586312,50500,灵寿县慈峪镇慈峪村,--,河北
402121004083,灵寿县农村信用合作联社北谭庄信用社,0311-82582797,50500,灵寿县谭庄乡北谭庄村,--,河北
402121004091,灵寿县农村信用合作联社慈峪信用社,0311-82580012,50500,灵寿县慈峪镇慈峪村,--,河北
402121004106,灵寿县农村信用合作联社塔上信用社,0311-82630004,50500,灵寿县塔上镇塔上村,--,河北
402121004114,灵寿县农村信用合作联社南青同信用社,0311-82570138,50500,灵寿县青同镇南青同村,--,河北
402121004122,灵寿县农村信用合作联社南寨信用社,0311-82572035,50500,灵寿县南寨乡南寨村,--,河北
402121004139,灵寿县农村信用合作联社中倾井信用社,0311-82540179,50500,灵寿县牛城乡中倾井村,--,河北
402121004147,灵寿县农村信用合作联社北狗台信用社,0311-82558367,50500,灵寿县狗台乡北狗台村,--,河北
402121004155,灵寿县农村信用合作联社北洼信用社,0311-82640144,50500,灵寿县北洼乡北洼村,--,河北
402121004163,灵寿县农村信用合作联社西托信用社,0311-82515230,50500,灵寿县灵寿镇西托村,--,河北
402121004171,灵寿县农村信用合作联社三圣院信用社,0311-82643112,50500,灵寿县三圣院乡三圣院村,--,河北
402121004180,灵寿县农村信用合作联社城关信用社,0311-82521381,50500,灵寿县灵寿镇城内村,--,河北
402121004198,灵寿县农村信用合作联社西环路储蓄所,0311-82521265,50500,灵寿县西环南大街西侧,--,河北
402121004202,行唐县农村信用合作联社城关信用社,82981683,50600,行唐县玉城大街,--,河北
402121004219,行唐县农村信用合作联社市场分社,82998300,50600,行唐县城西市场街,--,河北
402121004227,行唐县农村信用合作联社章武路分社,82996943,50600,行唐县龙洲大街西头,--,河北
402121004243,行唐县农村信用合作联社永昌路分社,82981737,50600,行唐县龙州镇永昌路中段,--,河北
402121004251,行唐县农村信用合作联社玉城信用社,82982342,50600,行唐县玉城大街21号,--,河北
402121004260,行唐县农村信用合作联社龙洲分社,82981928,50600,行唐县香港路中段,--,河北
402121004278,行唐县农村信用合作联社齐村分社,82981930,50600,行唐县永昌路南路东街口,--,河北
402121004286,行唐县农村信用合作联社南桥信用社,82731312,50600,行唐县南桥镇,--,河北
402121004294,行唐县农村信用合作联社独羊岗信用社,82681223,50600,行唐县独羊岗村,--,河北
402121004309,行唐县农村信用合作联社安香信用社,82691216,50600,行唐县安香村,--,河北
402121004317,行唐县农村信用合作联社市仝信用社,82986156,50600,行唐县左市仝村,--,河北
402121004325,行唐县农村信用合作联社留营信用社,82711173,50600,行唐县留营村,--,河北
402121004333,行唐县农村信用合作联社只里信用社,82986495,50600,行唐县只里村,--,河北
402121004341,行唐县农村信用合作联社连家庄信用社,82661173,50600,行唐县连家庄村,--,河北
402121004350,行唐县农村信用合作联社上碑信用社,82761231,50600,行唐县上碑镇,--,河北
402121004368,行唐县农村信用合作联社南翟营信用社,82986256,50600,行唐县南翟营村,--,河北
402121004376,行唐县农村信用合作联社下闫庄信用社,82751107,50600,行唐县下闫庄村,--,河北
402121004384,行唐县农村信用合作联社上滋洋信用社,82771072,50600,行唐县上滋洋村,--,河北
402121004392,行唐县农村信用合作联社上方信用社,82771099,50600,行唐县上方村,--,河北
402121004405,行唐县农村信用合作联社玉亭信用社,82771217,50600,行唐县西玉亭村,--,河北
402121004413,行唐县农村信用合作联社口头信用社,82791233,50600,行唐县口头镇,--,河北
402121004421,行唐县农村信用合作联社上连庄信用社,82657139,50600,行唐县上连庄村,--,河北
402121004430,行唐县农村信用合作联社九口子信用社,82700073,50600,行唐县九口子村,--,河北
402121004448,元氏县农村信用合作联社东原庄信用社,0311-84623559,51130,河北省元氏县蟠龙路6号,--,河北
402121004456,元氏县农村信用合作联社东杜信用社,0311-84521006,51130,河北省元氏县东杜村,--,河北
402121004464,元氏县农村信用合作联社叩村信用社,0311-84519996,51130,河北省元氏县叩村,--,河北
402121004472,元氏县农村信用合作联社南因信用社,0311-84538268,51130,河北省元氏县南因村,--,河北
402121004489,元氏县农村信用合作联社宋曹信用社,0311-84511109,51130,河北省元氏县宋曹镇,--,河北
402121004497,元氏县农村信用合作联社长春路储蓄所,0311-84623438,51130,河北省元氏县长春路,--,河北
402121004501,元氏县农村信用合作联社赵同信用社,0311-84605356,51130,河北省元氏县赵同村,--,河北
402121004510,元氏县农村信用合作联社北苏阳信用社,0311-84651001,51137,河北省元氏县北苏阳村,--,河北
402121004528,元氏县农村信用合作联社东正信用社,0311-84646102,51130,河北省元氏县东正村,--,河北
402121004536,元氏县农村信用合作联社东张信用社,0311-84642158,51130,河北省元氏县东张村,--,河北
402121004544,元氏县农村信用合作联社殷村信用社,0311-84561003,51134,河北省元氏县殷村镇,--,河北
402121004552,元氏县农村信用合作联社马村信用社,84661158,51134,元氏县马村,--,河北
402121004569,元氏县农村信用合作联社万年信用社,0311-84541136,51134,河北省元氏县万年村,--,河北
402121004577,元氏县农村信用合作联社西正庄信用社,0311-84546568,51134,河北省元氏县里余村,--,河北
402121004585,元氏县农村信用合作联社北？信用社,0311-84678005,51134,河北省元氏县北？村,--,河北
402121004593,元氏县农村信用合作联社南佐信用社,84591998,51131,元氏县南佐镇,--,河北
402121004608,元氏县农村信用合作联社姬村信用社,0311-84571008,51132,河北省元氏县姬村,--,河北
402121004616,元氏县农村信用合作联社南苏村信用社,0311-84593234,51131,河北省元氏县南苏村,--,河北
402121004624,元氏县农村信用合作联社北正信用社,0311-84599301,51131,河北省元氏县北正村,--,河北
402121004632,元氏县农村信用合作联社黑水河信用社,0311-84597555,51131,河北省元氏县黑水河村,--,河北
402121004649,元氏县农村信用合作联社前仙信用社,0311-84595186,51131,河北省元氏县前仙村,--,河北
402121004657,元氏县农村信用合作联社新城信用社,0311-84621904,51130,河北省元氏县蟠龙路98号,--,河北
402121004673,元氏县农村信用合作联社槐阳信用社,0311-84620137,51130,河北省元氏县槐阳大街,--,河北
402121004681,元氏县农村信用合作联社槐中分社,0311-84623896,51130,河北省元氏县槐阳大街,--,河北
402121004712,元氏县农村信用合作联社南桥路储蓄所,0311-84623878,51130,河北省元氏县人民路11号,--,河北
402121004729,石家庄市井陉矿区农村信用合作联社贾庄分社,82079119,50100,石家庄市井陉矿区贾庄村南,--,河北
402121004807,石家庄市区联盟路农村信用合作社柏林分社,0311-7756043,50061,河北省石家庄市中华北大街251号,--,河北
402121004858,石家庄市区留营农村信用合作社和平路分社,0311-3628029,50081,河北省石家庄市和平西路华北食品城内,--,河北
402121005168,辛集市农村信用合作联社大士庄分社,83371604,52360,辛集市大士庄,--,河北
402121006005,辛集市农村信用合作联社军齐分社,83489962,52360,辛集市旧城镇军齐村,--,河北
402121006013,辛集市农村信用合作联社南吕村储蓄所,83337363,52360,辛集市张古庄镇南吕村,--,河北
402121006021,辛集市农村信用合作联社小章分社,83431668,52360,辛集市小辛庄乡小章村,--,河北
402121006030,辛集市农村信用合作联社西泽北储蓄所,83466859,52360,辛集市前营乡西泽北村,--,河北
402121006048,辛集市农村信用合作联社大李庄储蓄所,83356595,52360,辛集市新城镇大李庄村,--,河北
402121006056,辛集市农村信用合作联社一间房储蓄所,83363560,52360,辛集市马庄乡一间房村,--,河北
402121006064,辛集市农村信用合作联社西城储蓄所,83415689,52360,辛集市南智邱镇西城村,--,河北
402121006072,辛集市农村信用合作联社孟家庄储蓄所,83496306,52360,辛集市王口镇孟家庄村,--,河北
402121006089,辛集市农村信用合作联社东桥储蓄所,87500280,52360,辛集市东华路南段,--,河北
402121006097,井陉县农村信用合作联社罗庄分社,82044660,50300,井陉县西山北路9号,--,河北
402121006101,井陉县农村信用合作联社白王庄储蓄所,82093077,50309,井陉县上安镇白王庄村,--,河北
402121006110,井陉县农村信用合作联社头泉储蓄所,82348016,50309,井陉县上安镇头泉村,--,河北
402121006128,井陉县农村信用合作联社上安储蓄所,82090195,50309,井陉县上安镇上安西村,--,河北
402121006136,井陉县农村信用合作联社庄子头分社,82355790,50305,井陉县威州镇庄子头村,--,河北
402121006144,井陉县农村信用合作联社于家分社,82376525,50301,井陉县于家乡于家村,--,河北
402121006152,井陉县农村信用合作联社板桥分社,82399495,50301,井陉县天长镇板桥村,--,河北
402121006169,井陉县农村信用合作联社高家庄分社,82397093,50301,井陉县天长镇高家庄村,--,河北
402121006177,井陉县农村信用合作联社景庄分社,82369314,50304,井陉县苍岩山镇景庄村,--,河北
402121006216,石家庄市井陉矿区农村信用合作联社卧龙湾分社,82071956,50100,石家庄市井陉矿区贾庄村朝阳大街52号,--,河北
402121006224,石家庄市井陉矿区农村信用合作联社横涧分社,82078015,50100,石家庄市井陉矿区南纬路60号,--,河北
402121006232,石家庄市井陉矿区农村信用合作联社三矿分社,82069120,50100,石家庄市井陉矿区凤凰路13号,--,河北
402121006249,石家庄市井陉矿区农村信用合作联社矿市镇分社,82073640,50100,石家庄市井陉矿区北昌路3号,--,河北
402121006257,正定县农村信用合作联社完民庄分社,88261091,50800,正定县完民庄村,--,河北
402121006265,正定县农村信用合作联社吴兴分社,88501216,50000,正定县吴兴村,--,河北
402121006273,正定县农村信用合作联社长江分社,85382245,50000,石家庄市开发区长江大道,--,河北
402121006281,正定县农村信用合作联社湘江分社,85906145,50000,石家庄市开发区湘江大道,--,河北
402121006290,正定县农村信用合作联社天山大街分社,85096645,50000,石家庄市天山大街,--,河北
402121006304,正定县农村信用合作联社油厂路分社,85384245,50000,石家庄市开发区油厂路,--,河北
402121006312,正定县农村信用合作联社韩通分社,85310345,50000,石家庄市宋营镇韩通村,--,河北
402121006329,正定县农村信用合作联社东方花园分社,85329969,50000,石家庄市裕华路高速路口,--,河北
402121006337,正定县农村信用合作联社东岗路分社,85060796,50000,石家庄市东岗路,--,河北
402121006345,正定县农村信用合作联社东仰陵分社,85321339,50000,石家庄市长安区东仰陵村,--,河北
402121006353,正定县农村信用合作联社南石家庄分社,85302099,50000,石家庄市长安区南石家庄村,--,河北
402121006361,正定县农村信用合作联社东兆通分社,85302939,50000,石家庄市长安区东兆通村,--,河北
402121006370,正定县农村信用合作联社凌透分社,85301322,50000,石家庄市长安区凌透,--,河北
402121006388,正定县农村信用合作联社西庄分社,85302939,50000,石家庄市长安区西庄村,--,河北
402121006396,正定县农村信用合作联社强镇分社,88741945,50000,石家庄市长安区南村镇,--,河北
402121006407,正定县农村信用合作联社北五女分社,88748386,50800,石家庄市长安区北五女村,--,河北
402121006415,正定县农村信用合作联社中塔口分社,88749997,50800,石家庄市长安区中塔口村,--,河北
402121006423,深泽县农村信用合作联社市场街储蓄所,83522461,52560,深泽县市场街1号,--,河北
402121006431,赵县农村信用合作联社建设路储蓄所,84951339,51530,赵县赵家庄村,--,河北
402121006440,栾城县农村信用合作联社赵家庄分社,85509808,51430,栾城县赵家庄村,--,河北
402121006458,栾城县农村信用合作联社北十里铺分社,85404170,51430,栾城县北十里铺村,--,河北
402121006466,栾城县农村信用合作联社南客分社,85449110,51430,栾城县南客村,--,河北
402121006474,栾城县农村信用合作联社西许营分社,86586016,51430,栾城县西许营村,--,河北
402121006482,栾城县农村信用合作联社军家营分社,85450728,51430,栾城县军家营村,--,河北
402121006499,栾城县农村信用合作联社阳光园分社,85258533,50026,石家庄市裕华区翟营南大街458号4号A商铺,--,河北
402121006503,栾城县农村信用合作联社方村分社,85493090,50026,石家庄市裕华区方村,--,河北
402121006511,栾城县农村信用合作联社窦妪分社,854695502,51430,栾城县窦妪镇窦妪村,--,河北
402121006520,晋州市农村信用合作联社吕家庄储蓄所,84358393,52260,晋州市马于镇吕家庄村,--,河北
402121006538,晋州市农村信用合作联社富强储蓄所,84319683,52260,晋州市东胜街中段,--,河北
402121006546,灵寿县农村信用合作联社南托储蓄所,0311-82516828,50500,灵寿县西托乡南托村,--,河北
402121006554,灵寿县农村信用合作联社牛城储蓄所,0311-82541858,50500,灵寿县牛城乡牛城村,--,河北
402121006562,灵寿县农村信用合作联社西木佛储蓄所,0311-82550829,50500,灵寿县三圣院乡西木佛村,--,河北
402121006579,灵寿县农村信用合作联社西关储蓄所,0311-82961381,50500,灵寿县人民西路108号,--,河北
402121006587,高邑县农村信用合作联社高赞路分社,84012559,51330,高邑县武城村南,--,河北
402121006595,行唐县农村信用合作联社衡阳大街分社,82998449,50600,行唐县永昌路南段,--,河北
402121006600,正定县农村信用合作联社市场分社,88710367,50800,正定县三角村村委会东临,--,河北
402121019411,河北省农村信用社联合社(资金营运中心专用，不办理转汇业务）,0311-87802889,50051,石家庄市工农路５１５号,--,河北
402121039043,新乐市农村信用合作联社新开路分社,88581412,50700,新乐市新开路,--,河北
402121039051,新乐市农村信用合作联社礼堂街分社,88585741,50700,新乐市礼堂街,--,河北
402124000014,唐山市丰润区农村信用合作社联合社,0315-5152195,64000,河北省唐山市丰润区丰润镇曹雪芹西大街33号,--,河北
402124000022,唐山市丰润区城关农村信用合作社,0315-5191406,64000,河北省唐山市丰润区曹雪芹东大街62号,--,河北
402124000039,唐山市丰润区农村信用合作联社披霞山信用社,0315-5165042,64000,河北省唐山市丰润区披霞山村,--,河北
402124000047,唐山市丰润区农村信用合作联社高丽铺信用社,0315-5166942,64000,河北省唐山市丰润区高丽铺村,--,河北
402124000055,唐山市丰润区农村信用合作联社高各庄信用社,0315-5421297,64000,河北省唐山市丰润区高各庄乡小屯村,--,河北
402124000063,唐山市丰润区农村信用合作联社大安乐庄信用社,0315-5195375,64000,河北省唐山市丰润区王家楼村东,--,河北
402124000071,唐山市丰润区农村信用合作联社老庄子信用社,0315-5518186,64001,河北省唐山市丰润区老庄子镇老庄子村,--,河北
402124000080,唐山市丰润区农村信用合作联社任各庄信用社,0315-5501061,64002,河北省唐山市丰润区任各庄镇任各庄村,--,河北
402124000098,唐山市丰润区农村信用合作联社三女河信用社,0315-5436221,64001,河北省唐山市丰润区石各庄镇三女河村,--,河北
402124000102,唐山市丰润区农村信用合作联社毛家坨信用社,0315-5518124,64001,河北省唐山市丰润区老庄子镇毛家坨三村,--,河北
402124000119,唐山市丰润区农村信用合作联社新庄子信用社,0315-5514929,64001,河北省唐山市丰润区车轴山村南,--,河北
402124000127,唐山市丰润区韩城农村信用合作社,0315-5527489,64002,河北省唐山市丰润区韩城镇河西,--,河北
402124000135,唐山市丰润区农村信用合作联社岔河信用社,0315-5520002,64002,河北省唐山市丰润区岔河镇岔二村,--,河北
402124000143,唐山市丰润区农村信用合作联社东欢坨信用社,0315-5527472,64002,河北省唐山市丰润区韩城镇东一村,--,河北
402124000151,唐山市丰润区新军屯农村信用合作社,0315-5539536,64003,河北省唐山市丰润区新军屯镇,--,河北
402124000160,唐山市丰润区农村信用合作联社欢喜庄信用社,0315-5530014,64003,河北省唐山市丰润区欢喜庄乡欢喜庄村,--,河北
402124000178,唐山市丰润区农村信用合作联社小张各庄信用社,0315-5532025,64013,河北省唐山市丰润区小张各庄镇小张各庄村,--,河北
402124000186,唐山市丰润区农村信用合作联社丰登坞信用社,0315-5542194,64004,河北省唐山市丰润区丰登坞镇丰登坞村,--,河北
402124000194,唐山市丰润区农村信用合作联社李钊庄信用社,0315-5548523,64013,河北省唐山市丰润区李钊庄镇大王庄村,--,河北
402124000209,唐山市丰润区农村信用合作联社李虎庄信用社,0315-5242444,64013,河北省唐山市丰润区李钊庄镇李虎庄村,--,河北
402124000217,唐山市丰润区农村信用合作联社白官屯信用社,0315-5555010,64005,河北省唐山市丰润区白官屯镇白官屯村,--,河北
402124000225,唐山市丰润区农村信用合作联社石各庄信用社,0315-5552247,64005,河北省唐山市丰润区石各庄镇石各庄村,--,河北
402124000233,唐山市丰润区农村信用合作联社燕子河信用社,0315-5550428,64005,河北省唐山市丰润区白官屯镇西稍头村,--,河北
402124000241,唐山市丰润区农村信用合作联社沙流河信用社,0315-5566248,64006,河北省唐山市丰润区沙流河镇沙流河村,--,河北
402124000250,唐山市丰润区农村信用合作联社七树庄信用社,0315-5560428,64006,河北省唐山市丰润区七树庄镇七树庄村,--,河北
402124000268,唐山市丰润区农村信用合作联社杨官林信用社,0315-5412457,64004,河北省唐山市丰润区杨官林镇黄家屯村,--,河北
402124000276,唐山市丰润区农村信用合作联社左家坞信用社,0315-5574163,64007,河北省唐山市丰润区左家坞镇左家坞村,--,河北
402124000284,唐山市丰润区农村信用合作联社泉河头信用社,0315-5578448,64007,河北省唐山市丰润区泉河头镇白各庄村,--,河北
402124000292,唐山市丰润区农村信用合作联社北夏庄信用社,0315-5575956,64007,河北省唐山市丰润区左家坞镇北夏庄村,--,河北
402124000305,唐山市丰润区农村信用合作联社王官营信用社,0315-5583157,64009,河北省唐山市丰润区王官营村,--,河北
402124000313,唐山市丰润区农村信用合作联社皈依寨信用社,0315-5583261,64009,河北省唐山市丰润区王官营镇皈依寨村,--,河北
402124000321,唐山市丰润区农村信用合作联社姜家营信用社,0315-5589346,64009,河北省唐山市丰润区姜家营乡姜家营村,--,河北
402124000330,唐山市丰润区农村信用合作联社火石营信用社,0315-5592025,64008,河北省唐山市丰润区火石营镇火西村,--,河北
402124000348,唐山市丰润区人民路农村信用合作社,0315-3221419,63030,河北省唐山市丰润区人民路43号,--,河北
402124000356,唐山市丰润区谷庄子农村信用合作社,0315-3242984,63030,河北省唐山市丰润区燕山路西,--,河北
402124000364,唐山市丰润区农村信用合作联社李庄子信用社,0315-3121739,64000,河北省唐山市丰润区银城铺102国道路南,--,河北
402124000372,唐山市丰润区农村信用合作联社刘家营信用社,0315-3230145,63030,河北省唐山市丰润区刘家营乡北大树村西,--,河北
402124000389,唐山市丰润区农村信用合作联社常庄信用社,0315-3229234,63030,河北省唐山市丰润区常庄乡常庄村,--,河北
402124000508,唐山市丰润区农村信用合作联社广家店信用社,0315-5566604,64006,河北省唐山市丰润区沙流河镇广家店村南,--,河北
402124000573,唐山市丰南区农村信用合作社联合社,0315-8186217,63300,河北省唐山市丰南区文化大街56号,--,河北
402124000581,唐山市丰南区农村信用合作联社胥各庄信用社,0315-8281703,63300,唐山市丰南区青年路140号,--,河北
402124000590,唐山市丰南区农村信用合作联社胥各庄信用社,0315-8281703,63300,唐山市丰南区青年路140号,--,河北
402124000604,唐山市丰南区农村信用合作联社新华街分社,0315-8298695,63300,唐山市丰南区新华街中段,--,河北
402124000612,唐山市丰南区农村信用合作联社兰高庄分社,0315-8102534,63300,唐山市丰南镇兰高庄村,--,河北
402124000629,唐山市丰南区农村信用合作联社阳光分社,0315-8282103,63300,唐山市丰南区文化路北侧阳光家园底商-10,--,河北
402124000637,唐山市丰南区农村信用合作联社侉子庄信用社,0315-8169582,63300,唐山市丰南区丰南镇侉子庄一村,--,河北
402124000645,唐山市丰南区农村信用合作联社杨贵庄分社,0315-8153476,63300,唐山市丰南区丰南镇杨贵庄,--,河北
402124000653,唐山市丰南区农村信用合作联社高庄子信用社,0315-8152597,63300,唐山市丰南镇高庄子村西,--,河北
402124000670,唐山市丰南区农村信用合作联社唐坊信用社,0315-8533556,63308,唐山市丰南区唐坊镇唐坊桥村,--,河北
402124000696,唐山市丰南区农村信用合作联社王兰庄信用社,0315-8415672,63308,唐山市丰南区王兰庄镇王二村,--,河北
402124000715,唐山市丰南区农村信用合作联社南孙庄信用社,0315-8408105,63308,唐山市丰南区南孙庄乡南孙庄村,--,河北
402124000723,唐山市丰南区农村信用合作联社东田庄信用社,0315-8436052,63312,唐山市丰南区东田庄乡东田庄村,--,河北
402124000731,唐山市丰南区农村信用合作联社董各庄信用社,0315-8522734,63307,唐山市丰南区黄各庄镇董各庄二村,--,河北
402124000758,唐山市丰南区农村信用合作联社黄各庄信用社,0315-8526382,63307,唐山市丰南区黄各庄镇惠达路10号,--,河北
402124000782,唐山市丰南区农村信用合作联社西葛信用社,0315-8422093,63314,唐山市丰南区西葛镇瑞祥路北侧,--,河北
402124000799,唐山市丰南区农村信用合作联社柳树○信用社,0315-8577128,63306,唐山市丰南区柳树0镇柳前村,--,河北
402124000811,唐山市丰南区农村信用合作联社黑沿子信用社,0315-8544013,63313,唐山市丰南区黑沿子镇黑沿子北村,--,河北
402124000838,唐山市丰南区农村信用合作联社尖字沽信用社,0315-8475566,63306,唐山市丰南区尖字沽乡尖字沽村,--,河北
402124000846,唐山市丰南区农村信用合作联社南堡经济开发区希望路信用社,0315-5656969,63305,唐山市南堡经济开发区希望路东侧B1楼3号,--,河北
